Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Gender,Age
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,F,49
JZI,Airlines,Online,Basic Plan,No,26,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,43
JZI,Airlines,Online,Basic Plan,No,33,"TAIWAN, PROVINCE OF CHINA",40,14,F,30
JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,M,57
JZI,Airlines,Online,Value Plan,No,21,"KOREA, REPUBLIC OF",45,15.75,M,38
JZI,Airlines,Online,Value Plan,No,55,JAPAN,147,51.45,F,67
CCR,Travel Agency,Offline,Comprehensive Plan,No,20,THAILAND,29,9.57,F,118
CBH,Travel Agency,Offline,Comprehensive Plan,No,142,THAILAND,29,9.57,M,69
ART,Airlines,Online,24 Protect,No,3,PHILIPPINES,5.23,1.83,M,48
ART,Airlines,Online,24 Protect,No,31,SINGAPORE,73.2,25.62,M,48
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,27.75,6.94,F,39
C2B,Airlines,Online,Annual Silver Plan,No,366,SINGAPORE,272.3,68.08,F,25
JWT,Airlines,Online,Value Plan,No,59,INDIA,93,37.2,M,118
JWT,Airlines,Online,Value Plan,No,9,INDIA,39,15.6,M,118
JWT,Airlines,Online,Value Plan,No,37,INDIA,39,15.6,M,118
JWT,Airlines,Online,Value Plan,No,11,INDIA,50,20,M,118
JWT,Airlines,Online,Value Plan,No,31,INDIA,31,12.4,F,118
JWT,Airlines,Online,Value Plan,No,20,INDIA,31,12.4,F,118
JWT,Airlines,Online,Value Plan,No,15,INDIA,78,31.2,M,118
JWT,Airlines,Online,Value Plan,No,10,INDIA,39,15.6,F,118
KML,Travel Agency,Online,Value Plan,No,28,INDONESIA,22,8.36,F,48
JZI,Airlines,Online,Basic Plan,No,166,PHILIPPINES,18,6.3,M,50
JZI,Airlines,Online,Basic Plan,No,2,"KOREA, REPUBLIC OF",22,7.7,F,22
JZI,Airlines,Online,Basic Plan,No,171,PHILIPPINES,30,10.5,M,48
JZI,Airlines,Online,Basic Plan,No,10,VIET NAM,22,7.7,M,55
JZI,Airlines,Online,Basic Plan,No,11,VIET NAM,18,6.3,M,46
JZI,Airlines,Online,Basic Plan,No,40,THAILAND,22,7.7,F,65
JZI,Airlines,Online,Basic Plan,No,19,CAMBODIA,22,7.7,M,47
JZI,Airlines,Online,Basic Plan,No,16,MALAYSIA,18,6.3,F,35
JZI,Airlines,Online,Basic Plan,No,6,PHILIPPINES,22,7.7,F,33
JZI,Airlines,Online,Basic Plan,No,126,CHINA,26,9.1,M,37
JZI,Airlines,Online,Basic Plan,No,90,PHILIPPINES,33,11.55,F,52
JZI,Airlines,Online,Basic Plan,No,97,PHILIPPINES,42,14.7,F,52
JZI,Airlines,Online,Basic Plan,No,38,THAILAND,18,6.3,M,58
JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,62
JZI,Airlines,Online,Basic Plan,No,10,CHINA,26,9.1,M,32
JZI,Airlines,Online,Basic Plan,No,15,THAILAND,30,10.5,M,33
JZI,Airlines,Online,Basic Plan,No,13,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22,7.7,F,35
JZI,Airlines,Online,Basic Plan,No,40,MYANMAR,69,24.15,M,35
JZI,Airlines,Online,Basic Plan,No,1,THAILAND,18,6.3,M,31
JZI,Airlines,Online,Basic Plan,No,5,JAPAN,26,9.1,F,35
JZI,Airlines,Online,Basic Plan,No,6,INDONESIA,18,6.3,M,38
JZI,Airlines,Online,Basic Plan,No,65,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,55
JZI,Airlines,Online,Basic Plan,No,3,INDONESIA,18,6.3,M,45
JZI,Airlines,Online,Basic Plan,No,47,CHINA,26,9.1,F,38
JZI,Airlines,Online,Basic Plan,No,77,THAILAND,52,18.2,F,47
JZI,Airlines,Online,Basic Plan,No,37,AUSTRALIA,22,7.7,M,22
JZI,Airlines,Online,Value Plan,No,28,CHINA,58,20.3,F,43
JZI,Airlines,Online,Value Plan,No,23,INDIA,58,20.3,M,69
JZI,Airlines,Online,Value Plan,No,9,VIET NAM,33,11.55,M,38
JZI,Airlines,Online,Value Plan,No,19,CHINA,45,15.75,M,39
JZI,Airlines,Online,Value Plan,No,12,CHINA,0,15.75,M,39
CCR,Travel Agency,Offline,Comprehensive Plan,No,76,THAILAND,29,9.57,F,59
ART,Airlines,Online,Value Plan,No,49,CHINA,40,14,M,62
ART,Airlines,Online,24 Protect,No,4,MALAYSIA,0,2.73,F,48
C2B,Airlines,Online,Bronze Plan,No,75,SINGAPORE,36,9,M,30
C2B,Airlines,Online,Bronze Plan,No,140,SINGAPORE,538,134.5,F,23
C2B,Airlines,Online,Bronze Plan,No,34,SINGAPORE,20.25,5.06,M,41
C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,80.25,20.06,M,30
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,51.75,12.94,F,47
C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,27.75,6.94,F,30
C2B,Airlines,Online,Gold Plan,No,2,SINGAPORE,32.25,8.06,F,30
C2B,Airlines,Online,Gold Plan,No,2,SINGAPORE,32.25,8.06,M,27
C2B,Airlines,Online,Annual Silver Plan,Yes,431,SINGAPORE,272.3,68.08,F,34
JWT,Airlines,Online,Value Plan,No,24,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,7,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,9,INDIA,31,12.4,F,118
JWT,Airlines,Online,Value Plan,No,21,INDIA,120,48,M,118
KML,Travel Agency,Online,Value Plan,No,114,INDONESIA,33,12.54,F,48
KML,Travel Agency,Online,Value Plan,No,10,INDONESIA,28,10.64,F,48
KML,Travel Agency,Online,Premier Plan,No,38,INDONESIA,38,14.44,F,48
KML,Travel Agency,Online,Premier Plan,No,38,INDONESIA,38,14.44,F,48
RAB,Airlines,Online,Value Plan,No,14,BRUNEI DARUSSALAM,15,6,M,47
RAB,Airlines,Online,Value Plan,No,20,BRUNEI DARUSSALAM,23,9.2,F,39
JZI,Airlines,Online,Basic Plan,No,10,CHINA,0,12.25,M,27
JZI,Airlines,Online,Basic Plan,No,127,JAPAN,35,12.25,M,27
JZI,Airlines,Online,Basic Plan,No,22,INDONESIA,30,10.5,F,32
JZI,Airlines,Online,Basic Plan,No,25,MALAYSIA,22,7.7,F,34
JZI,Airlines,Online,Basic Plan,No,20,VIET NAM,30,10.5,M,59
JZI,Airlines,Online,Basic Plan,No,27,HONG KONG,26,9.1,F,50
JZI,Airlines,Online,Basic Plan,No,93,UNITED ARAB EMIRATES,49,17.15,M,16
JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22,7.7,M,53
JZI,Airlines,Online,Basic Plan,No,25,CHINA,22,7.7,M,63
JZI,Airlines,Online,Basic Plan,No,8,MYANMAR,22,7.7,M,57
JZI,Airlines,Online,Basic Plan,No,83,HONG KONG,35,12.25,M,49
JZI,Airlines,Online,Basic Plan,No,15,MALAYSIA,33,11.55,M,45
JZI,Airlines,Online,Basic Plan,No,14,CHINA,40,14,M,47
JZI,Airlines,Online,Basic Plan,No,52,PHILIPPINES,33,11.55,F,35
JZI,Airlines,Online,Basic Plan,No,128,HONG KONG,40,14,F,52
JZI,Airlines,Online,Value Plan,No,18,UNITED KINGDOM,87,30.45,F,41
JZI,Airlines,Online,Value Plan,No,55,ITALY,87,30.45,F,43
JZI,Airlines,Online,Value Plan,No,27,UNITED KINGDOM,87,30.45,F,51
JZI,Airlines,Online,Value Plan,No,32,AUSTRALIA,69,24.15,F,35
CSR,Travel Agency,Offline,Comprehensive Plan,No,129,MALAYSIA,29,9.57,F,59
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,18.9,4.72,M,31
C2B,Airlines,Online,Bronze Plan,No,14,SINGAPORE,27,6.75,F,30
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,30,7.5,M,36
C2B,Airlines,Online,Silver Plan,No,6,SINGAPORE,36.75,9.19,M,43
KML,Travel Agency,Online,Value Plan,No,18,FRANCE,75,28.5,M,48
KML,Travel Agency,Online,Premier Plan,No,108,INDONESIA,38,14.44,F,48
JZI,Airlines,Online,Basic Plan,No,68,CHINA,40,14,F,21
JZI,Airlines,Online,Basic Plan,No,10,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,44
JZI,Airlines,Online,Basic Plan,No,36,PHILIPPINES,18,6.3,M,37
JZI,Airlines,Online,Basic Plan,No,45,PHILIPPINES,22,7.7,F,28
JZI,Airlines,Online,Basic Plan,No,31,MALAYSIA,18,6.3,F,38
JZI,Airlines,Online,Basic Plan,No,5,THAILAND,18,6.3,M,31
JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,39,CHINA,26,9.1,F,27
JZI,Airlines,Online,Basic Plan,No,79,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,65
JZI,Airlines,Online,Basic Plan,No,52,INDONESIA,22,7.7,M,54
JZI,Airlines,Online,Basic Plan,No,2,CHINA,22,7.7,M,41
JZI,Airlines,Online,Basic Plan,No,2,CHINA,22,7.7,F,32
JZI,Airlines,Online,Basic Plan,No,45,MYANMAR,22,7.7,M,46
JZI,Airlines,Online,Basic Plan,No,3,VIET NAM,18,6.3,M,38
JZI,Airlines,Online,Basic Plan,No,12,CHINA,22,7.7,M,26
JZI,Airlines,Online,Basic Plan,No,9,HONG KONG,26,9.1,F,32
JZI,Airlines,Online,Basic Plan,No,7,PHILIPPINES,18,6.3,M,49
JZI,Airlines,Online,Basic Plan,No,4,MYANMAR,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,10,CHINA,35,12.25,M,53
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,F,51
JZI,Airlines,Online,Value Plan,No,150,UNITED KINGDOM,87,30.45,F,33
JZI,Airlines,Online,Value Plan,No,7,MALAYSIA,26,9.1,F,59
JZI,Airlines,Online,Value Plan,No,10,CHINA,58,20.3,M,46
JZI,Airlines,Online,Value Plan,No,9,CHINA,36,12.6,M,58
ART,Airlines,Online,24 Protect,No,2,THAILAND,7.34,2.57,M,48
C2B,Airlines,Online,Silver Plan,No,15,SINGAPORE,95.25,23.81,F,33
JWT,Airlines,Online,Value Plan,No,21,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,16,INDIA,31,12.4,M,118
KML,Travel Agency,Online,Value Plan,No,107,INDONESIA,28,10.64,F,48
JZI,Airlines,Online,Basic Plan,No,121,JAPAN,40,14,F,49
JZI,Airlines,Online,Basic Plan,No,25,CHINA,40,14,F,27
JZI,Airlines,Online,Basic Plan,No,164,JAPAN,35,12.25,F,31
JZI,Airlines,Online,Basic Plan,No,63,CHINA,35,12.25,F,48
JZI,Airlines,Online,Basic Plan,No,326,"KOREA, REPUBLIC OF",35,12.25,F,18
JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,30,10.5,M,21
JZI,Airlines,Online,Basic Plan,No,80,PHILIPPINES,30,10.5,F,41
JZI,Airlines,Online,Basic Plan,No,23,PHILIPPINES,30,10.5,M,54
JZI,Airlines,Online,Basic Plan,No,8,THAILAND,22,7.7,M,59
JZI,Airlines,Online,Basic Plan,No,159,"KOREA, REPUBLIC OF",40,14,F,25
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,F,50
JZI,Airlines,Online,Basic Plan,No,42,CHINA,35,12.25,M,31
JZI,Airlines,Online,Basic Plan,No,42,CHINA,35,12.25,F,34
JZI,Airlines,Online,Value Plan,No,10,INDIA,58,20.3,M,48
JZI,Airlines,Online,Value Plan,No,18,AUSTRALIA,45,15.75,M,36
C2B,Airlines,Online,Bronze Plan,No,11,SINGAPORE,35.25,8.81,F,71
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,20.25,5.06,F,21
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,35.25,8.81,M,30
C2B,Airlines,Online,Silver Plan,Yes,10,SINGAPORE,50,12.5,F,50
C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,27.75,6.94,F,34
C2B,Airlines,Online,Gold Plan,No,16,SINGAPORE,114.75,28.69,F,33
C2B,Airlines,Online,Gold Plan,No,15,SINGAPORE,54,13.5,M,28
C2B,Airlines,Online,Annual Silver Plan,No,386,SINGAPORE,291.75,72.94,F,47
C2B,Airlines,Online,Annual Silver Plan,No,370,SINGAPORE,291.75,72.94,M,54
JWT,Airlines,Online,Value Plan,No,22,INDIA,50,20,M,118
KML,Travel Agency,Online,Premier Plan,No,136,NETHERLANDS,158,60.04,M,48
RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15,6,M,68
JZI,Airlines,Online,Basic Plan,No,15,INDONESIA,22,7.7,M,36
JZI,Airlines,Online,Basic Plan,No,3,VIET NAM,18,6.3,M,49
JZI,Airlines,Online,Basic Plan,No,103,"TAIWAN, PROVINCE OF CHINA",40,14,F,25
JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,31,VIET NAM,22,7.7,M,43
JZI,Airlines,Online,Basic Plan,No,8,PHILIPPINES,30,10.5,F,31
JZI,Airlines,Online,Basic Plan,No,15,CHINA,22,7.7,M,36
JZI,Airlines,Online,Basic Plan,No,58,HONG KONG,26,9.1,F,34
JZI,Airlines,Online,Basic Plan,No,38,INDIA,35,12.25,F,24
JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,68
JZI,Airlines,Online,Value Plan,No,44,CHINA,125,43.75,F,56
ART,Airlines,Online,24 Protect,No,13,SINGAPORE,34.7,12.14,F,48
ART,Airlines,Online,24 Protect,No,2,CAMBODIA,3.47,1.21,F,48
C2B,Airlines,Online,Bronze Plan,No,66,SINGAPORE,30.55,7.64,F,28
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,22.1,5.53,F,46
C2B,Airlines,Online,Silver Plan,No,35,SINGAPORE,76.3,19.07,M,48
C2B,Airlines,Online,Silver Plan,No,63,SINGAPORE,70.85,17.71,F,25
C2B,Airlines,Online,Annual Silver Plan,No,403,SINGAPORE,252.85,63.21,F,54
C2B,Airlines,Online,Annual Silver Plan,No,392,SINGAPORE,389,97.25,F,37
C2B,Airlines,Online,Annual Silver Plan,Yes,365,SINGAPORE,252.85,63.21,M,61
JWT,Airlines,Online,Value Plan,No,5,INDIA,31,12.4,M,118
JWT,Airlines,Online,Value Plan,No,24,INDIA,31,12.4,M,118
RAB,Airlines,Online,Value Plan,No,29,BRUNEI DARUSSALAM,15,6,M,45
RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15,6,M,45
JZI,Airlines,Online,Basic Plan,No,9,AUSTRALIA,26,9.1,F,56
JZI,Airlines,Online,Basic Plan,No,20,THAILAND,22,7.7,M,34
JZI,Airlines,Online,Basic Plan,No,74,MALAYSIA,18,6.3,F,42
JZI,Airlines,Online,Basic Plan,No,31,"TAIWAN, PROVINCE OF CHINA",44,15.4,F,19
JZI,Airlines,Online,Basic Plan,No,0,MYANMAR,18,6.3,F,26
JZI,Airlines,Online,Basic Plan,No,62,JAPAN,35,12.25,F,26
JZI,Airlines,Online,Basic Plan,No,58,"KOREA, REPUBLIC OF",40,14,F,21
JZI,Airlines,Online,Basic Plan,No,87,HONG KONG,26,9.1,M,49
JZI,Airlines,Online,Basic Plan,No,36,AUSTRALIA,22,7.7,F,23
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,F,27
JZI,Airlines,Online,Basic Plan,No,21,CHINA,44,15.4,M,28
JZI,Airlines,Online,Basic Plan,No,20,VIET NAM,22,7.7,M,63
JZI,Airlines,Online,Basic Plan,No,2,HONG KONG,22,7.7,M,34
JZI,Airlines,Online,Basic Plan,No,15,INDIA,35,12.25,M,53
JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,F,40
JZI,Airlines,Online,Basic Plan,No,18,VIET NAM,30,10.5,M,55
JZI,Airlines,Online,Basic Plan,No,70,UNITED KINGDOM,49,17.15,F,26
JZI,Airlines,Online,Basic Plan,No,34,THAILAND,30,10.5,F,38
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,45
JZI,Airlines,Online,Basic Plan,No,34,INDONESIA,22,7.7,F,65
JZI,Airlines,Online,Basic Plan,No,58,INDONESIA,22,7.7,F,38
JZI,Airlines,Online,Basic Plan,No,16,INDONESIA,18,6.3,F,38
JZI,Airlines,Online,Basic Plan,No,16,INDONESIA,18,6.3,F,38
JZI,Airlines,Online,Basic Plan,No,4,HONG KONG,22,7.7,M,34
C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,17.55,4.39,M,66
C2B,Airlines,Online,Bronze Plan,No,16,SINGAPORE,40,10,M,26
C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,18.9,4.72,M,40
C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,22.1,5.53,M,47
C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,30.55,7.64,F,49
C2B,Airlines,Online,Bronze Plan,No,128,SINGAPORE,30.55,7.64,F,49
C2B,Airlines,Online,Bronze Plan,No,174,SINGAPORE,17.55,4.39,F,49
C2B,Airlines,Online,Gold Plan,No,3,SINGAPORE,41.3,10.32,M,36
C2B,Airlines,Online,Annual Silver Plan,Yes,368,SINGAPORE,389,97.25,F,41
JWT,Airlines,Online,Value Plan,No,13,INDIA,60,24,M,118
JWT,Airlines,Online,Value Plan,No,44,INDIA,72,28.8,F,118
JWT,Airlines,Online,Value Plan,No,39,INDIA,42,16.8,M,118
KML,Travel Agency,Online,Value Plan,No,10,NETHERLANDS,42,15.96,M,48
RAB,Airlines,Online,Value Plan,No,44,BRUNEI DARUSSALAM,31,12.4,F,72
RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15,6,M,32
JZI,Airlines,Online,Basic Plan,No,2,PHILIPPINES,18,6.3,F,32
JZI,Airlines,Online,Basic Plan,No,67,"TAIWAN, PROVINCE OF CHINA",50,17.5,F,70
JZI,Airlines,Online,Basic Plan,No,26,PHILIPPINES,18,6.3,M,36
JZI,Airlines,Online,Basic Plan,No,187,PHILIPPINES,37,12.95,F,60
JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,22,7.7,F,37
JZI,Airlines,Online,Basic Plan,No,63,THAILAND,30,10.5,F,40
JZI,Airlines,Online,Basic Plan,No,5,THAILAND,18,6.3,M,53
JZI,Airlines,Online,Basic Plan,No,59,HONG KONG,26,9.1,M,34
JZI,Airlines,Online,Basic Plan,No,67,CHINA,35,12.25,F,45
JZI,Airlines,Online,Basic Plan,No,61,"KOREA, REPUBLIC OF",26,9.1,F,34
JZI,Airlines,Online,Basic Plan,No,6,MALAYSIA,0,7.7,F,27
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,67
JZI,Airlines,Online,Basic Plan,No,35,MALAYSIA,22,7.7,F,28
JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18,6.3,M,58
JZI,Airlines,Online,Basic Plan,No,19,PHILIPPINES,22,7.7,F,50
JZI,Airlines,Online,Basic Plan,No,10,JAPAN,26,9.1,M,33
JZI,Airlines,Online,Basic Plan,No,152,INDIA,56,19.6,F,39
JZI,Airlines,Online,Basic Plan,No,13,MYANMAR,18,6.3,F,30
JZI,Airlines,Online,Basic Plan,No,42,"TAIWAN, PROVINCE OF CHINA",26,9.1,F,33
JZI,Airlines,Online,Value Plan,No,7,CHINA,36,12.6,M,69
JZI,Airlines,Online,Value Plan,No,6,HONG KONG,36,12.6,M,67
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,27,6.75,M,79
C2B,Airlines,Online,Silver Plan,No,11,SINGAPORE,35,8.75,F,57
C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,24.05,6.01,M,26
C2B,Airlines,Online,Gold Plan,No,14,SINGAPORE,63.7,15.93,F,50
C2B,Airlines,Online,Gold Plan,No,9,SINGAPORE,63.7,15.93,F,45
C2B,Airlines,Online,Annual Silver Plan,No,397,SINGAPORE,233.4,58.35,M,48
C2B,Airlines,Online,Annual Silver Plan,No,364,SINGAPORE,201,50.25,F,44
C2B,Airlines,Online,Annual Gold Plan,No,378,SINGAPORE,278.85,69.71,M,50
C2B,Airlines,Online,Annual Gold Plan,No,366,SINGAPORE,389.35,97.34,F,29
JWT,Airlines,Online,Value Plan,No,38,INDIA,50,20,F,118
KML,Travel Agency,Online,Premier Plan,No,26,INDONESIA,38,14.44,M,48
KML,Travel Agency,Online,Premier Plan,No,32,INDONESIA,49,18.62,M,48
KML,Travel Agency,Online,Premier Plan,No,32,INDONESIA,49,18.62,F,48
RAB,Airlines,Online,Value Plan,No,13,BRUNEI DARUSSALAM,23,9.2,F,35
RAB,Airlines,Online,Value Plan,No,16,BRUNEI DARUSSALAM,15,6,F,53
JZI,Airlines,Online,Basic Plan,No,0,INDONESIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,38,"TAIWAN, PROVINCE OF CHINA",35,12.25,F,37
JZI,Airlines,Online,Basic Plan,No,1,MALAYSIA,18,6.3,M,44
JZI,Airlines,Online,Basic Plan,No,7,PHILIPPINES,18,6.3,F,47
JZI,Airlines,Online,Basic Plan,No,40,PHILIPPINES,42,14.7,M,44
JZI,Airlines,Online,Basic Plan,No,16,PHILIPPINES,30,10.5,F,45
JZI,Airlines,Online,Basic Plan,No,73,PHILIPPINES,0,11.55,F,47
JZI,Airlines,Online,Basic Plan,No,23,JAPAN,26,9.1,M,52
JZI,Airlines,Online,Basic Plan,No,17,THAILAND,22,7.7,F,59
JZI,Airlines,Online,Basic Plan,No,17,THAILAND,22,7.7,M,85
JZI,Airlines,Online,Basic Plan,No,5,SRI LANKA,22,7.7,M,29
JZI,Airlines,Online,Basic Plan,No,89,VIET NAM,22,7.7,F,53
JZI,Airlines,Online,Basic Plan,No,15,PHILIPPINES,22,7.7,F,34
JZI,Airlines,Online,Basic Plan,No,164,INDONESIA,18,6.3,M,37
JZI,Airlines,Online,Basic Plan,No,110,AUSTRALIA,40,14,F,81
JZI,Airlines,Online,Basic Plan,No,78,JAPAN,26,9.1,M,47
JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18,6.3,M,44
JZI,Airlines,Online,Basic Plan,No,31,THAILAND,22,7.7,M,42
JZI,Airlines,Online,Basic Plan,No,135,THAILAND,33,11.55,M,50
JZI,Airlines,Online,Basic Plan,No,22,MALAYSIA,30,10.5,F,67
JZI,Airlines,Online,Basic Plan,No,20,HONG KONG,22,7.7,M,44
JZI,Airlines,Online,Basic Plan,No,12,MALAYSIA,0,7.7,F,72
JZI,Airlines,Online,Basic Plan,No,88,PHILIPPINES,52,18.2,F,38
JZI,Airlines,Online,Value Plan,No,18,"KOREA, REPUBLIC OF",36,12.6,F,24
JZI,Airlines,Online,Value Plan,No,75,JAPAN,83,29.05,M,34
JZI,Airlines,Online,Value Plan,No,16,JAPAN,58,20.3,M,48
CCR,Travel Agency,Offline,Comprehensive Plan,No,65,THAILAND,29,9.57,F,70
CCR,Travel Agency,Offline,Comprehensive Plan,No,59,MALAYSIA,29,9.57,F,33
CCR,Travel Agency,Offline,Premier Plan,No,69,THAILAND,58,19.14,F,84
CCR,Travel Agency,Offline,Comprehensive Plan,No,59,MALAYSIA,29,9.57,F,33
C2B,Airlines,Online,Bronze Plan,No,4,SINGAPORE,17.55,4.39,M,38
C2B,Airlines,Online,Bronze Plan,No,22,SINGAPORE,57.85,14.46,F,32
C2B,Airlines,Online,Bronze Plan,No,29,SINGAPORE,46,11.5,F,30
C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,22.1,5.53,M,32
C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,25.9,6.47,F,20
C2B,Airlines,Online,Silver Plan,Yes,13,SINGAPORE,76.3,19.07,F,35
C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,37.8,9.45,M,41
C2B,Airlines,Online,Gold Plan,No,5,SINGAPORE,37.8,9.45,F,36
C2B,Airlines,Online,Gold Plan,No,22,SINGAPORE,37.8,9.45,F,13
C2B,Airlines,Online,Annual Silver Plan,No,367,SINGAPORE,252.85,63.21,F,39
JWT,Airlines,Online,Value Plan,No,16,INDIA,39,15.6,F,118
KML,Travel Agency,Online,Value Plan,No,6,INDONESIA,28,10.64,M,48
RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15,6,M,47
JZI,Airlines,Online,Basic Plan,No,106,HONG KONG,35,12.25,M,55
JZI,Airlines,Online,Basic Plan,No,41,JAPAN,35,12.25,F,39
JZI,Airlines,Online,Basic Plan,No,41,JAPAN,35,12.25,M,43
JZI,Airlines,Online,Basic Plan,No,12,INDONESIA,22,7.7,F,28
JZI,Airlines,Online,Basic Plan,No,32,HONG KONG,26,9.1,M,43
JZI,Airlines,Online,Basic Plan,No,19,OMAN,55,19.25,F,26
JZI,Airlines,Online,Basic Plan,No,36,NEW ZEALAND,22,7.7,M,34
JZI,Airlines,Online,Basic Plan,No,4,MALAYSIA,18,6.3,M,42
JZI,Airlines,Online,Basic Plan,No,52,AUSTRALIA,35,12.25,M,42
JZI,Airlines,Online,Basic Plan,No,5,MALAYSIA,18,6.3,M,55
JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18,6.3,M,47
JZI,Airlines,Online,Basic Plan,No,12,INDIA,26,9.1,M,60
JZI,Airlines,Online,Basic Plan,No,12,PHILIPPINES,22,7.7,F,54
JZI,Airlines,Online,Basic Plan,No,67,PHILIPPINES,22,7.7,M,65
JZI,Airlines,Online,Basic Plan,No,72,JAPAN,35,12.25,F,33
JZI,Airlines,Online,Basic Plan,No,19,PHILIPPINES,33,11.55,F,32
JZI,Airlines,Online,Basic Plan,No,35,CHINA,26,9.1,M,45
JZI,Airlines,Online,Basic Plan,No,31,THAILAND,22,7.7,F,41
JZI,Airlines,Online,Basic Plan,No,12,THAILAND,18,6.3,F,61
JZI,Airlines,Online,Basic Plan,No,62,VIET NAM,22,7.7,M,28
JZI,Airlines,Online,Basic Plan,No,6,THAILAND,22,7.7,M,46
JZI,Airlines,Online,Basic Plan,No,24,THAILAND,22,7.7,F,60
JZI,Airlines,Online,Basic Plan,No,18,THAILAND,22,7.7,M,29
JZI,Airlines,Online,Basic Plan,No,146,FIJI,35,12.25,M,42
JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,18,6.3,M,50
JZI,Airlines,Online,Value Plan,No,45,UNITED STATES,96,33.6,M,20
JZI,Airlines,Online,Value Plan,No,8,HONG KONG,36,12.6,M,46
JZI,Airlines,Online,Value Plan,No,52,JAPAN,58,20.3,M,42
JZI,Airlines,Online,Value Plan,No,21,UNITED STATES,96,33.6,F,35
ART,Airlines,Online,24 Protect,No,4,PHILIPPINES,0,1.08,F,48
C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,22.1,5.53,F,27
C2B,Airlines,Online,Bronze Plan,No,17,SINGAPORE,44.85,11.21,F,40
C2B,Airlines,Online,Bronze Plan,No,21,SINGAPORE,52.65,13.16,F,27
JWT,Airlines,Online,Value Plan,No,20,INDIA,50,20,M,118
JWT,Airlines,Online,Value Plan,No,20,INDIA,39,15.6,M,118
KML,Travel Agency,Online,Value Plan,No,50,GERMANY,75,28.5,F,48
KML,Travel Agency,Online,Premier Plan,No,78,POLAND,86,32.68,F,48
JZI,Airlines,Online,Basic Plan,No,50,THAILAND,30,10.5,M,52
JZI,Airlines,Online,Basic Plan,No,9,INDONESIA,18,6.3,F,40
