WeekOfMonth,WeekOfMonthClaimed,Age,PolicyNumber,RepNumber,Deductible,DriverRating,PoliceReportFiled,WitnessPresent,Year,FraudFound_P
5,5,26,601,3,400,3,No,No,1994,0
2,2,30,602,12,400,1,No,No,1994,0
4,5,46,603,13,400,2,No,No,1994,0
2,2,32,604,14,400,4,No,No,1994,0
3,3,28,605,16,400,2,No,No,1994,0
4,4,64,606,8,400,2,No,No,1994,0
3,3,22,607,4,400,1,No,No,1994,1
3,4,35,608,7,400,4,No,No,1994,0
3,4,33,609,7,400,1,No,No,1994,0
1,1,48,610,3,400,2,No,No,1994,0
2,4,30,611,10,400,4,No,No,1994,0
5,1,29,612,5,400,2,No,No,1994,0
2,2,30,613,16,500,1,No,No,1994,0
2,3,0,614,4,400,4,No,No,1994,0
2,3,34,615,16,400,4,No,No,1994,0
2,2,41,616,10,400,2,No,No,1994,0
4,1,27,617,15,400,1,No,No,1994,0
3,5,28,618,8,400,3,No,No,1994,1
3,1,45,619,6,400,4,No,No,1994,0
1,2,60,620,15,400,4,No,No,1994,0
4,3,52,621,4,700,4,No,No,1994,0
5,5,47,622,9,400,2,No,No,1994,0
5,1,44,623,16,400,4,No,No,1994,0
5,3,31,624,7,400,3,No,No,1994,0
3,3,52,625,4,400,4,No,No,1994,0
2,3,42,626,7,400,2,No,No,1994,0
2,3,33,627,15,400,3,No,No,1994,0
1,2,33,628,4,400,1,No,No,1994,0
1,2,55,629,13,400,3,No,No,1994,0
4,4,33,630,2,400,2,No,No,1994,0
1,2,35,631,2,400,2,No,No,1994,0
1,1,45,632,10,400,4,No,No,1994,0
3,3,59,633,11,400,1,No,No,1994,0
3,3,29,634,3,400,1,No,No,1994,0
3,3,46,635,9,400,3,No,No,1994,0
3,3,39,636,9,400,3,No,No,1994,0
3,4,35,637,5,400,4,No,No,1994,0
4,2,24,638,5,400,3,No,No,1994,0
5,5,40,639,11,400,3,Yes,No,1994,0
5,5,45,640,3,400,2,No,No,1994,0
3,3,76,641,4,400,4,Yes,No,1994,0
4,4,49,642,11,400,2,No,No,1994,0
4,4,31,643,14,400,3,No,No,1994,0
3,1,32,644,9,400,4,No,No,1994,0
2,2,44,645,15,400,3,No,No,1994,0
1,2,65,646,2,400,2,No,No,1994,0
3,4,30,647,13,400,2,No,No,1994,1
3,4,34,648,10,400,3,No,No,1994,0
5,5,55,649,7,400,2,No,No,1994,0
3,3,42,650,2,400,1,No,No,1994,1
3,4,28,651,14,400,3,No,No,1994,0
4,5,38,652,16,700,2,No,No,1994,0
5,1,26,653,2,400,3,No,No,1994,0
5,1,43,654,6,400,2,No,No,1994,0
2,2,38,655,6,400,1,No,No,1994,0
2,3,22,656,9,400,2,No,No,1994,0
2,2,46,657,16,400,3,No,No,1994,0
3,4,43,658,6,400,2,No,No,1994,0
3,3,39,659,5,400,4,No,No,1994,0
4,3,37,660,11,400,4,No,No,1994,0
3,2,0,661,3,400,3,No,No,1994,0
2,4,71,662,2,400,3,No,No,1994,0
1,1,27,663,7,400,1,No,No,1994,0
1,1,35,664,2,500,4,No,No,1994,1
2,3,47,665,15,400,1,No,No,1994,0
2,3,34,666,6,400,3,No,No,1994,0
3,3,78,667,9,400,3,No,No,1994,1
4,2,60,668,8,400,3,No,No,1994,0
5,1,32,669,12,400,2,No,No,1994,0
5,1,57,670,6,400,2,No,No,1994,0
3,3,41,671,12,400,3,No,No,1994,0
1,2,34,672,16,400,3,No,No,1994,0
1,1,31,673,12,400,4,No,No,1994,0
1,1,47,674,1,400,1,No,No,1994,0
2,4,49,675,13,400,1,No,No,1994,0
3,4,35,676,5,400,4,No,No,1994,0
5,1,28,677,6,400,2,No,No,1994,0
5,3,60,678,4,400,3,No,No,1994,0
5,1,39,679,1,400,2,No,No,1994,0
1,1,56,680,11,400,1,No,No,1994,0
3,5,62,681,3,400,4,No,No,1994,0
3,4,0,682,2,400,2,No,No,1994,0
2,4,25,683,6,400,3,No,No,1994,0
2,2,52,684,10,400,1,No,No,1994,0
3,3,76,685,13,400,3,No,No,1994,0
2,3,77,686,3,400,4,No,No,1994,0
5,5,55,687,3,400,4,Yes,No,1994,0
4,5,31,688,11,400,1,No,No,1994,0
3,3,34,689,2,400,1,No,No,1994,0
3,5,47,690,5,400,3,No,No,1994,0
3,3,48,691,14,400,3,No,No,1994,0
4,5,45,692,3,400,1,No,No,1994,0
1,3,26,693,14,400,1,No,No,1994,0
4,4,64,694,15,400,1,No,No,1994,0
3,2,37,695,16,400,2,No,No,1994,0
2,2,28,696,11,400,3,No,No,1994,0
3,3,50,697,16,400,4,No,No,1994,0
3,4,48,698,16,400,4,No,No,1994,0
2,2,42,699,16,400,4,No,No,1994,0
4,2,33,700,15,400,3,No,No,1994,0
3,1,33,701,8,400,1,No,No,1994,1
2,2,42,702,2,400,2,No,No,1994,0
4,4,35,703,13,400,4,No,No,1994,0
4,5,44,704,4,400,3,No,No,1994,0
3,3,34,705,4,400,4,No,No,1994,0
3,3,47,706,15,400,2,No,No,1994,0
1,2,29,707,16,400,1,No,No,1994,0
4,5,50,708,9,400,1,No,No,1994,0
1,2,31,709,16,400,4,No,No,1994,0
3,4,49,710,15,400,3,No,No,1994,0
3,3,36,711,1,400,4,No,No,1994,0
3,3,51,712,16,400,4,No,No,1994,0
4,3,40,713,13,400,4,No,No,1994,0
3,2,35,714,14,400,4,No,No,1994,1
2,2,36,715,14,500,1,No,No,1994,0
3,4,38,716,7,400,3,No,No,1994,0
2,3,37,717,2,400,4,No,No,1994,0
3,4,30,718,6,400,3,No,No,1994,0
1,3,45,719,13,400,3,No,No,1994,0
5,1,29,720,11,400,2,No,No,1994,0
5,1,54,721,10,400,2,No,No,1994,0
4,1,28,722,3,400,1,No,No,1994,0
3,1,28,723,16,400,2,No,No,1994,0
4,4,34,724,1,400,3,No,No,1994,0
3,5,29,725,7,400,1,No,No,1994,0
2,3,18,726,3,400,1,No,No,1994,0
5,1,42,727,4,400,1,No,No,1994,0
4,4,38,728,11,400,2,No,No,1994,0
3,3,44,729,7,400,2,No,No,1994,0
3,3,37,730,16,400,2,No,No,1994,0
5,1,36,731,14,400,2,No,No,1994,0
5,3,45,732,15,400,2,No,No,1994,0
5,2,39,733,5,400,4,No,No,1994,0
4,4,55,734,12,400,1,No,No,1994,0
4,1,35,735,5,400,4,No,No,1994,0
1,3,33,736,14,400,3,No,No,1994,0
4,4,28,737,14,400,2,No,No,1994,0
1,2,42,738,3,400,4,No,No,1994,0
1,2,42,739,9,400,2,No,No,1994,0
2,2,38,740,5,400,1,No,No,1994,0
3,4,28,741,12,400,2,No,No,1994,0
3,4,47,742,9,400,1,No,No,1994,0
4,4,44,743,9,400,3,No,No,1994,0
1,3,62,744,5,400,1,No,No,1994,0
2,2,57,745,3,700,1,No,No,1994,0
1,1,45,746,16,400,2,No,No,1994,0
1,1,32,747,15,400,2,No,No,1994,0
1,4,49,748,1,400,3,No,No,1994,0
2,3,35,749,11,400,4,No,No,1994,0
4,4,26,750,14,400,2,No,No,1994,0
4,5,36,751,1,400,2,No,No,1994,0
1,2,16,752,11,400,3,No,No,1994,0
4,2,31,753,9,400,4,Yes,No,1994,0
5,1,30,754,3,400,4,No,No,1994,0
4,5,30,755,13,400,4,No,No,1994,0
2,2,42,756,13,400,3,No,No,1994,0
3,3,78,757,8,400,2,No,No,1994,0
4,1,33,758,16,400,2,No,No,1994,1
2,3,40,759,15,400,1,No,No,1994,0
1,1,36,760,13,400,4,No,No,1994,0
3,3,43,761,7,400,4,No,No,1994,0
4,1,36,762,2,400,1,No,No,1994,0
2,3,41,763,10,400,2,No,No,1994,0
2,2,36,764,7,400,2,No,No,1994,0
1,1,41,765,1,400,4,No,No,1994,0
1,4,27,766,10,500,2,No,No,1994,0
4,2,32,767,11,400,2,No,No,1994,0
4,4,53,768,4,400,4,No,No,1994,1
3,3,0,769,16,400,4,No,No,1994,0
2,3,39,770,7,400,1,No,No,1994,0
2,2,40,771,15,400,1,No,No,1994,0
2,2,48,772,2,400,2,No,No,1994,0
2,2,43,773,14,400,1,No,No,1994,0
1,1,61,774,15,400,4,No,No,1994,0
4,4,29,775,10,400,2,No,No,1994,0
4,4,51,776,8,700,4,No,No,1994,0
3,4,60,777,12,400,2,No,No,1994,0
2,5,0,778,11,400,3,No,No,1994,0
4,4,27,779,8,400,4,No,No,1994,0
4,4,32,780,10,400,4,No,No,1994,0
4,1,27,781,5,400,3,No,No,1994,0
3,3,43,782,11,400,1,No,No,1994,0
4,4,35,783,8,400,3,No,No,1994,0
4,4,45,784,14,400,2,No,No,1994,0
1,1,34,785,15,400,3,No,No,1994,0
2,2,54,786,8,400,2,No,No,1994,0
4,2,24,787,9,400,2,No,No,1994,0
4,2,18,788,13,400,2,No,No,1994,0
4,4,49,789,3,400,3,No,No,1994,0
4,4,39,790,11,400,2,No,No,1994,1
4,4,36,791,1,400,3,No,No,1994,0
2,4,46,792,2,400,3,No,No,1994,0
4,4,37,793,1,400,4,No,No,1994,0
4,5,32,794,13,400,3,No,No,1994,0
4,5,27,795,1,400,4,No,No,1994,0
4,4,30,796,12,400,3,No,No,1994,0
4,4,32,797,6,400,4,No,No,1994,1
3,2,28,798,7,400,3,No,No,1994,0
4,1,27,799,6,400,2,No,No,1994,1
4,5,43,800,9,400,4,No,No,1994,0
1,1,65,801,1,400,2,No,No,1994,0
5,1,43,802,11,400,4,No,No,1994,0
4,1,44,803,2,400,4,No,No,1994,0
3,3,32,804,9,400,1,No,No,1994,0
1,4,32,805,5,400,4,No,No,1994,0
2,2,34,806,15,400,4,No,No,1994,0
2,3,29,807,5,400,1,No,No,1994,0
4,4,54,808,11,400,4,No,No,1994,0
3,3,54,809,3,400,4,No,No,1994,0
3,3,37,810,14,400,4,No,No,1994,0
2,3,31,811,8,400,1,No,No,1994,0
2,3,27,812,11,400,2,No,No,1994,0
4,3,60,813,5,400,3,No,No,1994,0
4,4,43,814,3,400,1,Yes,No,1994,1
4,4,55,815,8,400,2,No,No,1994,0
2,2,33,816,11,400,1,No,No,1994,0
3,4,24,817,5,400,1,No,No,1994,0
4,5,40,818,3,400,1,No,No,1994,0
4,1,44,819,15,400,2,No,No,1994,0
2,3,45,820,10,400,1,No,No,1994,0
2,3,53,821,5,400,3,No,No,1994,0
5,1,44,822,10,400,4,No,No,1994,0
3,4,35,823,12,400,3,No,No,1994,0
4,1,33,824,6,400,4,No,No,1994,1
3,4,48,825,5,400,2,No,No,1994,0
4,1,52,826,16,400,4,No,No,1994,0
4,1,22,827,2,400,4,No,No,1994,0
4,1,27,828,14,400,1,No,No,1994,1
1,3,40,829,16,400,2,No,No,1994,0
3,3,50,830,13,400,4,No,No,1994,0
4,4,39,831,6,400,3,No,No,1994,1
1,1,49,832,14,400,3,No,No,1994,0
4,4,27,833,10,400,4,No,No,1994,0
4,4,57,834,2,400,2,No,No,1994,0
5,1,21,835,14,400,4,No,No,1994,0
1,3,27,836,8,400,3,No,No,1994,0
1,1,30,837,16,400,4,No,No,1994,0
1,2,29,838,6,400,2,No,No,1994,0
2,4,43,839,15,400,4,No,No,1994,0
1,1,47,840,1,400,4,No,No,1994,0
3,2,43,841,2,400,2,No,No,1994,0
3,2,54,842,5,400,3,No,No,1994,0
2,3,42,843,11,400,3,No,No,1994,0
3,3,33,844,15,400,4,No,No,1994,0
4,2,0,845,15,400,3,No,No,1994,1
1,3,32,846,5,400,4,No,No,1994,0
1,2,43,847,13,400,2,No,No,1994,0
3,4,48,848,3,400,2,No,No,1994,0
4,1,65,849,2,400,3,No,No,1994,1
2,4,63,850,14,400,2,No,No,1994,0
5,1,31,851,1,400,4,No,No,1994,0
1,1,35,852,1,400,2,No,No,1994,0
3,4,54,853,11,400,4,No,No,1994,0
3,4,34,854,7,400,1,No,No,1994,0
2,3,49,855,11,400,4,No,No,1994,0
2,5,44,856,6,400,1,No,No,1994,0
4,1,28,857,3,400,4,No,No,1994,0
4,2,62,858,3,400,4,No,No,1994,0
4,4,49,859,8,400,1,No,No,1994,0
1,1,31,860,2,400,1,No,No,1994,0
1,2,47,861,6,400,4,No,No,1994,0
1,2,40,862,9,400,3,No,No,1994,0
1,1,34,863,8,400,2,No,No,1994,0
1,2,38,864,10,400,1,No,No,1994,0
5,1,31,865,2,400,2,No,No,1994,0
5,1,33,866,5,400,2,No,No,1994,0
2,3,30,867,13,400,3,No,No,1994,0
2,4,58,868,2,500,2,No,No,1994,0
1,1,26,869,3,400,2,No,No,1994,0
1,1,34,870,12,400,2,No,No,1994,0
1,2,44,871,16,400,4,No,No,1994,0
2,3,41,872,11,400,4,No,No,1994,0
4,4,64,873,13,400,1,No,No,1994,0
3,3,45,874,10,400,4,No,No,1994,0
1,1,31,875,7,400,4,No,No,1994,0
2,2,45,876,1,400,2,No,No,1994,0
2,3,47,877,12,400,3,No,No,1994,0
2,2,27,878,16,400,1,No,No,1994,0
2,2,31,879,6,400,3,No,No,1994,0
3,1,50,880,3,400,3,No,No,1994,0
4,3,32,881,11,400,2,No,No,1994,0
4,1,38,882,9,400,4,No,No,1994,1
4,5,41,883,7,400,4,No,No,1994,0
5,5,26,884,12,400,1,No,No,1994,0
3,4,33,885,7,400,2,No,No,1994,0
4,4,31,886,10,400,3,Yes,No,1994,0
3,3,41,887,13,400,2,No,No,1994,0
3,3,36,888,6,400,3,No,No,1994,0
2,2,39,889,3,400,3,No,No,1994,0
2,2,53,890,6,400,4,No,No,1994,0
4,2,48,891,6,400,4,No,No,1994,1
3,3,31,892,5,400,2,No,No,1994,0
1,4,51,893,8,400,2,No,No,1994,0
2,3,45,894,13,400,2,No,No,1994,0
4,1,24,895,12,400,1,No,No,1994,1
3,3,29,896,16,400,2,No,No,1994,0
5,1,31,897,13,400,3,No,No,1994,0
2,3,30,898,2,400,1,No,No,1994,0
3,4,50,899,6,400,1,No,No,1994,0
4,4,26,900,5,400,1,No,No,1994,0
5,5,26,901,7,400,1,No,No,1994,1
5,1,49,902,16,400,2,No,No,1994,0
2,2,41,903,11,400,3,No,No,1994,0
2,2,30,904,2,400,3,No,No,1994,0
5,1,34,905,3,400,1,No,No,1994,0
5,2,61,906,13,400,1,No,No,1994,1
1,3,28,907,11,400,2,No,No,1994,0
4,5,44,908,7,400,2,No,No,1994,0
3,3,43,909,12,400,1,No,No,1994,0
3,1,41,910,11,400,1,No,No,1994,0
5,1,57,911,16,400,2,No,No,1994,1
3,3,37,912,2,400,1,No,No,1994,0
3,3,41,913,7,400,2,No,No,1994,0
5,5,31,914,6,400,3,No,No,1994,0
2,2,44,915,9,400,2,No,No,1994,0
2,3,26,916,5,400,3,No,No,1994,0
3,3,43,917,2,400,1,No,No,1994,0
4,4,0,918,7,400,1,No,No,1994,0
4,2,62,919,9,500,3,No,No,1994,0
5,1,41,920,6,400,1,No,No,1994,0
1,1,60,921,14,400,2,No,No,1994,0
2,2,33,922,12,400,3,No,No,1994,0
2,4,23,923,16,400,4,No,No,1994,0
3,1,45,924,11,400,4,No,No,1994,0
1,2,54,925,7,400,4,No,No,1994,0
1,2,47,926,14,400,2,No,No,1994,0
3,3,30,927,4,400,1,No,No,1994,0
4,4,58,928,8,400,2,No,No,1994,0
4,4,26,929,7,400,1,No,No,1994,0
2,3,32,930,14,400,3,No,No,1994,0
4,5,44,931,12,700,2,No,No,1994,0
3,3,64,932,5,400,4,No,No,1994,0
4,1,36,933,16,400,1,No,No,1994,0
2,2,64,934,3,400,2,No,No,1994,0
2,4,38,935,2,400,3,No,No,1994,0
4,4,34,936,8,400,4,No,No,1994,0
5,2,35,937,14,400,4,No,No,1994,1
5,1,28,938,14,400,4,No,No,1994,0
1,3,39,939,1,400,3,No,No,1994,0
5,2,41,940,8,400,4,No,No,1994,0
1,1,30,941,6,400,2,No,No,1994,0
2,3,19,942,12,400,2,No,No,1994,0
2,4,34,943,7,400,2,No,No,1994,0
5,2,59,944,3,400,4,No,No,1994,0
4,4,50,945,8,400,1,No,No,1994,0
5,4,46,946,6,400,3,No,No,1994,1
1,2,18,947,6,400,2,No,No,1994,0
1,3,64,948,6,400,3,No,No,1994,0
4,4,46,949,16,400,1,No,No,1994,0
5,1,27,950,15,400,3,No,No,1994,1
1,2,42,951,7,400,3,No,No,1994,0
4,1,43,952,9,400,3,No,No,1994,0
4,4,24,953,8,400,3,No,No,1994,0
4,4,59,954,1,400,3,No,No,1994,0
5,2,43,955,3,400,3,No,No,1994,1
3,3,46,956,12,400,1,No,No,1994,0
3,1,40,957,9,400,2,No,No,1994,0
3,4,49,958,3,400,4,No,No,1994,0
3,3,31,959,1,400,1,No,Yes,1994,0
4,3,44,960,2,400,1,No,No,1994,0
5,1,35,961,7,400,3,No,No,1994,1
3,3,65,962,1,700,4,No,No,1994,0
1,1,72,963,9,400,2,No,No,1994,0
5,1,18,964,4,400,3,No,No,1994,1
1,1,38,965,8,400,1,No,No,1994,0
5,1,60,966,7,400,1,No,No,1994,0
4,5,56,967,16,400,2,No,No,1994,0
1,1,76,968,14,400,3,No,No,1994,1
4,4,51,969,16,400,4,No,No,1994,0
3,4,57,970,15,500,2,No,No,1994,0
3,4,33,971,8,400,1,No,No,1994,0
2,2,65,972,5,400,3,No,No,1994,0
1,4,30,973,7,400,4,No,No,1994,0
1,2,43,974,7,400,1,No,No,1994,0
5,5,49,975,3,400,3,No,No,1994,0
4,4,31,976,4,400,1,No,No,1994,0
2,3,41,977,5,400,1,No,No,1994,0
2,3,53,978,4,400,1,No,No,1994,0
1,1,43,979,6,400,1,No,No,1994,0
4,4,39,980,11,400,4,No,No,1994,0
2,3,63,981,16,400,4,No,No,1994,0
4,1,44,982,15,400,1,No,No,1994,0
2,3,38,983,16,400,3,No,No,1994,0
2,2,49,984,15,400,3,No,No,1994,0
1,3,29,985,13,400,4,No,No,1994,0
2,2,26,986,8,400,2,No,No,1994,0
2,2,40,987,1,400,1,No,No,1994,0
4,4,33,988,2,400,1,No,No,1994,0
3,1,63,989,7,400,2,No,No,1994,0
2,2,39,990,6,400,1,No,No,1994,0
2,2,43,991,9,400,3,No,No,1994,0
1,1,47,992,1,400,3,No,No,1994,0
5,1,30,993,11,700,3,No,No,1994,0
5,1,0,994,1,400,4,No,No,1994,0
5,1,40,995,11,400,1,No,No,1994,0
4,4,58,996,12,400,2,No,No,1994,0
3,1,25,997,15,400,4,No,No,1994,0
3,3,35,998,3,400,3,No,No,1994,0
1,1,31,999,6,400,2,No,No,1994,1
2,2,38,1000,10,400,1,No,No,1994,0
2,2,37,1001,3,400,4,No,No,1994,0
1,2,40,1002,9,400,3,No,No,1994,0
1,2,79,1003,7,400,4,No,No,1994,1
4,4,34,1004,2,400,4,No,No,1994,0
3,4,23,1005,15,400,4,No,No,1994,0
3,4,45,1006,12,400,2,No,No,1994,0
2,4,42,1007,6,400,2,No,No,1994,0
4,4,40,1008,14,400,3,No,No,1994,0
4,5,50,1009,10,400,1,No,No,1994,0
4,5,70,1010,2,400,4,No,No,1994,0
1,1,43,1011,16,400,4,No,No,1994,0
1,1,42,1012,1,400,2,No,No,1994,0
5,1,54,1013,15,400,3,No,No,1994,0
1,1,51,1014,6,400,3,No,No,1994,0
4,5,56,1015,7,400,3,No,No,1994,0
2,2,37,1016,9,400,4,No,No,1994,0
1,1,51,1017,13,400,2,No,No,1994,0
3,4,40,1018,15,400,1,No,No,1994,0
3,3,35,1019,9,400,4,No,No,1994,0
3,3,32,1020,5,400,1,No,No,1994,0
2,3,43,1021,5,500,4,No,No,1994,1
4,4,72,1022,6,400,1,No,No,1994,0
1,2,39,1023,6,400,2,No,No,1994,0
1,2,31,1024,1,700,1,No,No,1994,1
3,1,41,1025,4,400,1,No,No,1994,0
2,2,36,1026,6,400,2,No,No,1994,0
5,3,19,1027,10,400,1,No,No,1994,0
1,1,36,1028,6,400,1,No,No,1994,0
2,3,39,1029,8,400,3,No,No,1994,0
1,2,50,1030,2,400,4,No,No,1994,0
2,2,63,1031,6,400,1,No,No,1994,0
5,5,32,1032,16,400,4,No,No,1994,0
1,1,26,1033,9,400,3,No,No,1994,0
4,2,59,1034,11,400,4,No,No,1994,0
3,3,27,1035,13,400,1,No,No,1994,0
4,4,64,1036,6,400,2,No,No,1994,0
3,3,48,1037,16,400,1,No,No,1994,0
2,3,49,1038,1,400,4,No,No,1994,0
2,2,0,1039,9,400,1,No,No,1994,0
4,1,33,1040,7,400,3,No,No,1994,0
4,4,43,1041,12,400,1,No,No,1994,0
3,4,34,1042,15,400,2,No,No,1994,0
2,2,35,1043,5,400,4,No,No,1994,0
1,1,0,1044,9,400,3,No,No,1994,0
2,4,26,1045,12,400,1,No,No,1994,0
5,1,35,1046,3,400,2,No,No,1994,0
5,1,37,1047,3,400,2,No,No,1994,0
2,3,55,1048,9,400,1,No,No,1994,0
4,2,48,1049,5,400,3,No,No,1994,0
4,4,52,1050,5,400,3,No,No,1994,0
2,4,31,1051,15,400,4,No,No,1994,0
1,1,45,1052,15,400,2,No,No,1994,0
5,1,31,1053,14,400,3,No,No,1994,0
4,4,17,1054,10,400,3,No,No,1994,0
1,2,35,1055,14,700,3,No,No,1994,1
3,4,28,1056,9,400,3,No,No,1994,0
5,5,28,1057,2,400,1,No,No,1994,0
2,3,22,1058,11,400,4,No,No,1994,0
2,1,50,1059,4,400,3,No,No,1994,0
3,4,52,1060,1,400,2,No,No,1994,0
3,4,35,1061,3,400,1,No,No,1994,0
1,1,40,1062,12,400,4,No,No,1994,0
1,2,43,1063,6,400,3,No,No,1994,1
2,2,50,1064,7,400,3,No,No,1994,0
5,5,49,1065,2,400,2,No,No,1994,0
4,1,44,1066,6,400,4,No,No,1994,0
1,2,41,1067,6,400,2,No,No,1994,0
5,1,39,1068,15,400,3,No,No,1994,0
5,1,36,1069,11,400,2,No,No,1994,0
4,1,28,1070,1,400,1,No,No,1994,0
3,2,0,1071,15,400,3,No,No,1994,0
1,2,0,1072,8,400,3,No,No,1994,1
1,3,0,1073,3,400,1,No,No,1994,1
5,3,48,1074,12,400,4,No,No,1994,0
1,2,51,1075,6,400,2,No,No,1994,0
4,4,65,1076,2,400,4,No,No,1994,0
5,1,65,1077,7,400,3,No,No,1994,0
1,2,45,1078,3,400,2,No,No,1994,0
3,3,32,1079,1,400,2,No,No,1994,0
1,2,31,1080,4,400,2,No,No,1994,1
2,3,38,1081,1,400,4,No,No,1994,0
4,4,30,1082,12,400,1,No,No,1994,0
5,5,29,1083,7,400,2,No,No,1994,0
3,3,42,1084,10,400,1,No,No,1994,0
4,4,40,1085,4,400,3,No,No,1994,0
1,4,25,1086,10,400,4,No,No,1994,0
3,3,31,1087,6,400,3,No,No,1994,0
4,1,26,1088,5,400,3,No,No,1994,0
1,2,29,1089,4,400,1,No,No,1994,1
4,1,37,1090,11,400,4,No,No,1994,0
4,5,44,1091,9,400,1,No,No,1994,0
5,5,43,1092,4,400,1,No,No,1994,0
4,5,33,1093,9,400,2,No,No,1994,0
4,4,38,1094,11,400,1,No,No,1994,0
3,4,26,1095,12,400,2,No,No,1994,0
4,1,28,1096,11,400,3,No,No,1994,0
5,1,54,1097,8,400,2,No,No,1994,0
1,2,32,1098,5,400,4,No,No,1994,0
3,3,28,1099,14,400,4,No,No,1994,0
3,4,43,1100,12,400,1,No,No,1994,0
2,2,43,1101,5,400,1,No,No,1994,0
2,3,60,1102,8,400,3,No,No,1994,0
4,5,45,1103,2,400,3,Yes,No,1994,0
2,2,37,1104,5,400,3,No,No,1994,0
4,5,42,1105,3,400,3,No,No,1994,0
5,1,47,1106,4,400,3,No,No,1994,0
5,1,36,1107,13,400,4,No,No,1994,0
1,1,27,1108,2,400,4,No,No,1994,0
4,4,53,1109,14,400,4,No,No,1994,0
2,3,45,1110,11,400,1,No,No,1994,0
2,4,26,1111,2,400,4,No,No,1994,0
2,2,57,1112,2,400,4,No,No,1994,0
5,1,55,1113,3,400,3,No,No,1994,0
5,5,44,1114,1,400,4,No,No,1994,0
2,4,40,1115,7,400,1,No,No,1994,1
5,1,34,1116,16,400,4,No,No,1994,0
4,5,26,1117,7,400,1,No,No,1994,0
4,5,65,1118,6,400,3,No,No,1994,0
4,3,45,1119,1,400,4,No,No,1994,0
3,4,54,1120,9,400,3,No,No,1994,0
3,3,30,1121,9,400,1,No,No,1994,0
3,3,30,1122,13,400,4,No,No,1994,0
1,2,46,1123,14,500,2,No,No,1994,0
5,5,36,1124,16,400,4,No,No,1994,0
4,2,27,1125,8,400,2,No,No,1994,0
2,4,40,1126,1,400,3,Yes,No,1994,0
2,2,22,1127,4,400,1,No,No,1994,0
2,2,37,1128,6,400,1,Yes,No,1994,0
2,2,51,1129,10,400,1,No,No,1994,0
2,3,49,1130,12,400,3,No,No,1994,0
2,2,59,1131,9,400,2,No,No,1994,0
5,1,43,1132,8,400,3,No,No,1994,0
5,5,63,1133,5,400,1,No,No,1994,0
3,3,34,1134,3,400,4,No,No,1994,0
3,4,29,1135,5,400,1,No,No,1994,0
4,5,34,1136,11,400,2,No,No,1994,0
3,4,32,1137,13,400,3,No,No,1994,0
2,2,55,1138,4,400,3,No,No,1994,0
3,3,27,1139,1,400,1,No,No,1994,0
1,1,47,1140,10,400,2,No,No,1994,0
5,5,21,1141,14,400,4,No,No,1994,0
3,4,39,1142,12,400,3,No,No,1994,0
3,3,47,1143,16,400,1,No,No,1994,0
2,2,33,1144,16,400,1,No,No,1994,0
1,1,34,1145,1,400,2,No,No,1994,0
1,2,40,1146,2,400,2,No,No,1994,0
5,1,40,1147,3,400,4,No,No,1994,0
2,4,42,1148,5,400,3,No,No,1994,1
4,5,31,1149,9,400,1,No,No,1994,0
3,3,20,1150,1,400,3,No,No,1994,0
2,3,53,1151,15,400,3,No,No,1994,0
1,1,39,1152,8,400,3,No,No,1994,0
5,3,24,1153,16,400,2,No,No,1994,0
5,1,50,1154,3,400,1,No,No,1994,0
5,1,23,1155,15,400,2,No,No,1994,0
4,1,34,1156,5,400,1,No,No,1994,0
2,2,27,1157,9,400,2,No,No,1994,0
2,2,55,1158,5,400,4,No,No,1994,0
1,2,53,1159,3,400,3,No,No,1994,0
2,2,38,1160,12,400,3,No,No,1994,0
2,3,27,1161,6,400,1,No,No,1994,0
4,5,53,1162,10,400,2,No,No,1994,0
1,3,37,1163,7,400,1,No,No,1994,0
2,2,38,1164,6,400,2,No,No,1994,0
1,2,39,1165,4,400,3,No,No,1994,0
1,2,65,1166,9,400,1,No,No,1994,0
2,2,32,1167,11,400,3,No,No,1994,0
2,3,33,1168,4,400,3,No,No,1994,1
2,2,30,1169,13,400,1,No,No,1994,0
4,1,23,1170,3,400,1,No,No,1994,0
4,4,55,1171,6,400,2,No,No,1994,0
1,3,35,1172,11,400,4,No,No,1994,0
4,1,41,1173,14,400,4,No,No,1994,0
5,5,45,1174,15,500,2,No,No,1994,0
2,2,43,1175,14,400,2,No,No,1994,0
4,1,42,1176,9,400,3,No,No,1994,0
3,4,52,1177,11,400,2,No,No,1994,0
4,4,43,1178,9,400,4,No,No,1994,0
2,2,16,1179,3,400,3,No,No,1994,0
2,2,47,1180,16,400,1,No,No,1994,0
2,3,44,1181,5,400,2,No,No,1994,0
1,1,72,1182,10,400,2,No,No,1994,0
2,1,18,1183,2,400,2,No,No,1994,1
2,3,27,1184,3,400,4,No,No,1994,0
1,2,59,1185,9,400,3,No,No,1994,0
4,4,22,1186,9,400,1,No,No,1994,0
3,4,26,1187,5,400,4,No,No,1994,0
3,4,47,1188,13,400,4,No,No,1994,0
4,1,28,1189,3,400,3,No,No,1994,0
4,4,28,1190,3,400,1,No,No,1994,0
3,4,23,1191,9,400,2,No,No,1994,0
2,3,55,1192,6,400,4,No,No,1994,1
1,2,45,1193,14,400,1,No,No,1994,0
1,4,39,1194,12,400,4,No,No,1994,0
2,3,44,1195,5,400,4,No,No,1994,0
